Gene stable ID,is_kinase_evidence,is_kinase
Wban_00158,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000472 - Activin types I and II receptor domain, IPR003605 - GS domain, IPR000719 - Protein kinase domain, IPR000333 - Ser/Thr protein kinase, TGFB receptor, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_00159,Does not have InterPro domains related to GO:0004672,False
Wban_00160,Does not have InterPro domains related to GO:0004672,False
Wban_00161,Does not have InterPro domains related to GO:0004672,False
Wban_00162,Does not have InterPro domains related to GO:0004672,False
Wban_00163,Does not have InterPro domains related to GO:0004672,False
Wban_00164,Does not have InterPro domains related to GO:0004672,False
Wban_00165,Does not have InterPro domains related to GO:0004672,False
Wban_00166,Does not have InterPro domains related to GO:0004672,False
Wban_00167,Does not have InterPro domains related to GO:0004672,False
Wban_00168,Does not have InterPro domains related to GO:0004672,False
Wban_00169,Does not have InterPro domains related to GO:0004672,False
Wban_00170,Does not have InterPro domains related to GO:0004672,False
Wban_00171,Does not have InterPro domains related to GO:0004672,False
Wban_00172,Does not have InterPro domains related to GO:0004672,False
Wban_00173,Does not have InterPro domains related to GO:0004672,False
Wban_00174,Does not have InterPro domains related to GO:0004672,False
Wban_00175,Does not have InterPro domains related to GO:0004672,False
Wban_00176,Does not have InterPro domains related to GO:0004672,False
Wban_00177,Does not have InterPro domains related to GO:0004672,False
Wban_00178,Does not have InterPro domains related to GO:0004672,False
Wban_00179,Does not have InterPro domains related to GO:0004672,False
Wban_00180,Does not have InterPro domains related to GO:0004672,False
Wban_00181,Does not have InterPro domains related to GO:0004672,False
Wban_00182,Does not have InterPro domains related to GO:0004672,False
Wban_00183,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_00184,Does not have InterPro domains related to GO:0004672,False
Wban_00185,Does not have InterPro domains related to GO:0004672,False
Wban_00186,Does not have InterPro domains related to GO:0004672,False
Wban_00187,Does not have InterPro domains related to GO:0004672,False
Wban_00188,Does not have InterPro domains related to GO:0004672,False
Wban_00189,Does not have InterPro domains related to GO:0004672,False
Wban_00190,Does not have InterPro domains related to GO:0004672,False
Wban_00191,Does not have InterPro domains related to GO:0004672,False
Wban_00192,Does not have InterPro domains related to GO:0004672,False
Wban_00193,Does not have InterPro domains related to GO:0004672,False
Wban_00194,Does not have InterPro domains related to GO:0004672,False
Wban_00195,Does not have InterPro domains related to GO:0004672,False
Wban_00196,Does not have InterPro domains related to GO:0004672,False
Wban_00197,Does not have InterPro domains related to GO:0004672,False
Wban_00198,Does not have InterPro domains related to GO:0004672,False
Wban_00199,Does not have InterPro domains related to GO:0004672,False
Wban_00200,Does not have InterPro domains related to GO:0004672,False
Wban_00201,Does not have InterPro domains related to GO:0004672,False
Wban_00202,Does not have InterPro domains related to GO:0004672,False
Wban_00203,Does not have InterPro domains related to GO:0004672,False
Wban_00204,Does not have InterPro domains related to GO:0004672,False
Wban_00205,Does not have InterPro domains related to GO:0004672,False
Wban_00206,Does not have InterPro domains related to GO:0004672,False
Wban_00207,Does not have InterPro domains related to GO:0004672,False
Wban_00208,Does not have InterPro domains related to GO:0004672,False
Wban_00209,Does not have InterPro domains related to GO:0004672,False
Wban_00210,Does not have InterPro domains related to GO:0004672,False
Wban_00211,Does not have InterPro domains related to GO:0004672,False
Wban_00212,Does not have InterPro domains related to GO:0004672,False
Wban_00213,Does not have InterPro domains related to GO:0004672,False
Wban_00214,Does not have InterPro domains related to GO:0004672,False
Wban_00215,Does not have InterPro domains related to GO:0004672,False
Wban_00216,Does not have InterPro domains related to GO:0004672,False
Wban_00217,Does not have InterPro domains related to GO:0004672,False
Wban_00218,Does not have InterPro domains related to GO:0004672,False
Wban_00219,Does not have InterPro domains related to GO:0004672,False
Wban_00220,Does not have InterPro domains related to GO:0004672,False
Wban_00221,Does not have InterPro domains related to GO:0004672,False
Wban_00222,Does not have InterPro domains related to GO:0004672,False
Wban_00223,Does not have InterPro domains related to GO:0004672,False
Wban_00224,Does not have InterPro domains related to GO:0004672,False
Wban_00225,Does not have InterPro domains related to GO:0004672,False
Wban_00226,Does not have InterPro domains related to GO:0004672,False
Wban_00227,Does not have InterPro domains related to GO:0004672,False
Wban_00228,Does not have InterPro domains related to GO:0004672,False
Wban_00229,Does not have InterPro domains related to GO:0004672,False
Wban_00230,Does not have InterPro domains related to GO:0004672,False
Wban_00231,Does not have InterPro domains related to GO:0004672,False
Wban_00232,Does not have InterPro domains related to GO:0004672,False
Wban_00233,Does not have InterPro domains related to GO:0004672,False
Wban_00234,Does not have InterPro domains related to GO:0004672,False
Wban_00235,Does not have InterPro domains related to GO:0004672,False
Wban_00236,Does not have InterPro domains related to GO:0004672,False
Wban_00237,Does not have InterPro domains related to GO:0004672,False
Wban_00238,Does not have InterPro domains related to GO:0004672,False
Wban_00239,Does not have InterPro domains related to GO:0004672,False
Wban_00240,Does not have InterPro domains related to GO:0004672,False
Wban_00241,Does not have InterPro domains related to GO:0004672,False
Wban_00242,Does not have InterPro domains related to GO:0004672,False
Wban_00243,Does not have InterPro domains related to GO:0004672,False
Wban_00244,Does not have InterPro domains related to GO:0004672,False
Wban_00245,Does not have InterPro domains related to GO:0004672,False
Wban_00246,Does not have InterPro domains related to GO:0004672,False
Wban_00247,Does not have InterPro domains related to GO:0004672,False
Wban_00248,Does not have InterPro domains related to GO:0004672,False
Wban_00249,Does not have InterPro domains related to GO:0004672,False
Wban_00250,Does not have InterPro domains related to GO:0004672,False
Wban_00251,Does not have InterPro domains related to GO:0004672,False
Wban_00252,Does not have InterPro domains related to GO:0004672,False
Wban_00253,Does not have InterPro domains related to GO:0004672,False
Wban_00254,Does not have InterPro domains related to GO:0004672,False
Wban_00255,Does not have InterPro domains related to GO:0004672,False
Wban_00256,Does not have InterPro domains related to GO:0004672,False
Wban_00257,Does not have InterPro domains related to GO:0004672,False
Wban_00258,Does not have InterPro domains related to GO:0004672,False
Wban_00259,Does not have InterPro domains related to GO:0004672,False
Wban_00260,Does not have InterPro domains related to GO:0004672,False
Wban_00261,Does not have InterPro domains related to GO:0004672,False
Wban_00262,Does not have InterPro domains related to GO:0004672,False
Wban_00263,Does not have InterPro domains related to GO:0004672,False
Wban_00264,Does not have InterPro domains related to GO:0004672,False
Wban_00265,Does not have InterPro domains related to GO:0004672,False
Wban_00266,Does not have InterPro domains related to GO:0004672,False
Wban_00267,Does not have InterPro domains related to GO:0004672,False
Wban_00268,Does not have InterPro domains related to GO:0004672,False
Wban_00269,Does not have InterPro domains related to GO:0004672,False
Wban_00270,Does not have InterPro domains related to GO:0004672,False
Wban_00271,Does not have InterPro domains related to GO:0004672,False
Wban_00272,Does not have InterPro domains related to GO:0004672,False
Wban_00273,Does not have InterPro domains related to GO:0004672,False
Wban_00274,Does not have InterPro domains related to GO:0004672,False
Wban_00275,Does not have InterPro domains related to GO:0004672,False
Wban_00276,Does not have InterPro domains related to GO:0004672,False
Wban_00277,Does not have InterPro domains related to GO:0004672,False
Wban_00278,Does not have InterPro domains related to GO:0004672,False
Wban_00279,Does not have InterPro domains related to GO:0004672,False
Wban_00280,Does not have InterPro domains related to GO:0004672,False
Wban_00281,Does not have InterPro domains related to GO:0004672,False
Wban_00282,Does not have InterPro domains related to GO:0004672,False
Wban_00283,Does not have InterPro domains related to GO:0004672,False
Wban_00284,Does not have InterPro domains related to GO:0004672,False
Wban_00285,Does not have InterPro domains related to GO:0004672,False
Wban_00286,Does not have InterPro domains related to GO:0004672,False
Wban_00287,Does not have InterPro domains related to GO:0004672,False
Wban_00288,Does not have InterPro domains related to GO:0004672,False
Wban_00289,Does not have InterPro domains related to GO:0004672,False
Wban_00290,Does not have InterPro domains related to GO:0004672,False
Wban_00291,Does not have InterPro domains related to GO:0004672,False
Wban_00292,Does not have InterPro domains related to GO:0004672,False
Wban_00293,Does not have InterPro domains related to GO:0004672,False
Wban_00294,Does not have InterPro domains related to GO:0004672,False
Wban_00295,Does not have InterPro domains related to GO:0004672,False
Wban_00296,Does not have InterPro domains related to GO:0004672,False
Wban_00297,Does not have InterPro domains related to GO:0004672,False
Wban_00298,Does not have InterPro domains related to GO:0004672,False
Wban_00299,Does not have InterPro domains related to GO:0004672,False
Wban_00300,Does not have InterPro domains related to GO:0004672,False
Wban_00301,Does not have InterPro domains related to GO:0004672,False
Wban_00302,Does not have InterPro domains related to GO:0004672,False
Wban_00303,Does not have InterPro domains related to GO:0004672,False
Wban_00304,Does not have InterPro domains related to GO:0004672,False
Wban_00305,Does not have InterPro domains related to GO:0004672,False
Wban_00306,Does not have InterPro domains related to GO:0004672,False
Wban_00307,Does not have InterPro domains related to GO:0004672,False
Wban_00308,Does not have InterPro domains related to GO:0004672,False
Wban_00309,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain, IPR003527 - Mitogen-activated protein (MAP) kinase, conserved site, IPR008271 - Serine/threonine-protein kinase, active site, IPR008351 - Mitogen-activated protein (MAP) kinase, JNK",True
Wban_00310,Does not have InterPro domains related to GO:0004672,False
Wban_00311,Does not have InterPro domains related to GO:0004672,False
Wban_00312,Does not have InterPro domains related to GO:0004672,False
Wban_00313,Does not have InterPro domains related to GO:0004672,False
Wban_00314,Does not have InterPro domains related to GO:0004672,False
Wban_00315,Does not have InterPro domains related to GO:0004672,False
Wban_00316,Does not have InterPro domains related to GO:0004672,False
Wban_00317,Does not have InterPro domains related to GO:0004672,False
Wban_00318,Does not have InterPro domains related to GO:0004672,False
Wban_00319,Does not have InterPro domains related to GO:0004672,False
Wban_00320,Does not have InterPro domains related to GO:0004672,False
Wban_00321,Does not have InterPro domains related to GO:0004672,False
Wban_00322,Does not have InterPro domains related to GO:0004672,False
Wban_00323,Does not have InterPro domains related to GO:0004672,False
Wban_00324,Does not have InterPro domains related to GO:0004672,False
Wban_00325,Does not have InterPro domains related to GO:0004672,False
Wban_00326,Does not have InterPro domains related to GO:0004672,False
Wban_00327,Does not have InterPro domains related to GO:0004672,False
Wban_00328,Does not have InterPro domains related to GO:0004672,False
Wban_00329,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR020635 - Tyrosine-protein kinase, catalytic domain, IPR008266 - Tyrosine-protein kinase, active site, IPR000719 - Protein kinase domain, IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain",True
Wban_00330,Does not have InterPro domains related to GO:0004672,False
Wban_00331,Does not have InterPro domains related to GO:0004672,False
Wban_00332,Does not have InterPro domains related to GO:0004672,False
Wban_00333,Does not have InterPro domains related to GO:0004672,False
Wban_00334,Does not have InterPro domains related to GO:0004672,False
Wban_00335,Does not have InterPro domains related to GO:0004672,False
Wban_00336,Does not have InterPro domains related to GO:0004672,False
Wban_00337,Does not have InterPro domains related to GO:0004672,False
Wban_00338,Does not have InterPro domains related to GO:0004672,False
Wban_00339,Does not have InterPro domains related to GO:0004672,False
Wban_00340,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR038980 - Serine/threonine-protein kinase ATM, plant, IPR044107 - ATM, catalytic domain",True
Wban_00341,Does not have InterPro domains related to GO:0004672,False
Wban_00342,Does not have InterPro domains related to GO:0004672,False
Wban_00343,Does not have InterPro domains related to GO:0004672,False
Wban_00344,Does not have InterPro domains related to GO:0004672,False
Wban_00345,Does not have InterPro domains related to GO:0004672,False
Wban_00346,Does not have InterPro domains related to GO:0004672,False
Wban_00347,Does not have InterPro domains related to GO:0004672,False
Wban_00348,Does not have InterPro domains related to GO:0004672,False
Wban_00349,Does not have InterPro domains related to GO:0004672,False
Wban_00350,Does not have InterPro domains related to GO:0004672,False
Wban_00351,Does not have InterPro domains related to GO:0004672,False
Wban_00352,Does not have InterPro domains related to GO:0004672,False
Wban_00353,Does not have InterPro domains related to GO:0004672,False
Wban_00354,Does not have InterPro domains related to GO:0004672,False
Wban_00355,Does not have InterPro domains related to GO:0004672,False
Wban_00356,Does not have InterPro domains related to GO:0004672,False
Wban_00357,Does not have InterPro domains related to GO:0004672,False
Wban_00358,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR008271 - Serine/threonine-protein kinase, active site, IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR000719 - Protein kinase domain",True
Wban_00359,Does not have InterPro domains related to GO:0004672,False
Wban_00360,Does not have InterPro domains related to GO:0004672,False
Wban_00361,Does not have InterPro domains related to GO:0004672,False
Wban_00362,Does not have InterPro domains related to GO:0004672,False
Wban_00363,Does not have InterPro domains related to GO:0004672,False
Wban_00364,Does not have InterPro domains related to GO:0004672,False
Wban_00365,Does not have InterPro domains related to GO:0004672,False
Wban_00366,Does not have InterPro domains related to GO:0004672,False
Wban_00367,Does not have InterPro domains related to GO:0004672,False
Wban_00368,Does not have InterPro domains related to GO:0004672,False
Wban_00369,Does not have InterPro domains related to GO:0004672,False
Wban_00370,Does not have InterPro domains related to GO:0004672,False
Wban_00371,Does not have InterPro domains related to GO:0004672,False
Wban_00372,Does not have InterPro domains related to GO:0004672,False
Wban_00373,Does not have InterPro domains related to GO:0004672,False
Wban_00374,Does not have InterPro domains related to GO:0004672,False
Wban_00375,Does not have InterPro domains related to GO:0004672,False
Wban_00376,Does not have InterPro domains related to GO:0004672,False
Wban_00377,Does not have InterPro domains related to GO:0004672,False
Wban_00378,Does not have InterPro domains related to GO:0004672,False
Wban_00379,Does not have InterPro domains related to GO:0004672,False
Wban_00380,Does not have InterPro domains related to GO:0004672,False
Wban_00381,Does not have InterPro domains related to GO:0004672,False
Wban_00382,Does not have InterPro domains related to GO:0004672,False
Wban_00383,Does not have InterPro domains related to GO:0004672,False
Wban_00384,Does not have InterPro domains related to GO:0004672,False
Wban_00385,Does not have InterPro domains related to GO:0004672,False
Wban_00386,Does not have InterPro domains related to GO:0004672,False
Wban_00387,Does not have InterPro domains related to GO:0004672,False
Wban_00388,Does not have InterPro domains related to GO:0004672,False
Wban_00389,Does not have InterPro domains related to GO:0004672,False
Wban_00390,Does not have InterPro domains related to GO:0004672,False
Wban_00391,Does not have InterPro domains related to GO:0004672,False
Wban_00392,Does not have InterPro domains related to GO:0004672,False
Wban_00393,Does not have InterPro domains related to GO:0004672,False
Wban_00394,Does not have InterPro domains related to GO:0004672,False
Wban_00395,Does not have InterPro domains related to GO:0004672,False
Wban_00396,Does not have InterPro domains related to GO:0004672,False
Wban_00397,Does not have InterPro domains related to GO:0004672,False
Wban_00398,Does not have InterPro domains related to GO:0004672,False
Wban_00399,Does not have InterPro domains related to GO:0004672,False
Wban_00400,Does not have InterPro domains related to GO:0004672,False
Wban_00401,Does not have InterPro domains related to GO:0004672,False
Wban_00402,Does not have InterPro domains related to GO:0004672,False
Wban_00403,Does not have InterPro domains related to GO:0004672,False
Wban_00404,Does not have InterPro domains related to GO:0004672,False
Wban_00405,Does not have InterPro domains related to GO:0004672,False
Wban_00406,Does not have InterPro domains related to GO:0004672,False
Wban_00407,Does not have InterPro domains related to GO:0004672,False
Wban_00408,Does not have InterPro domains related to GO:0004672,False
Wban_00409,Does not have InterPro domains related to GO:0004672,False
Wban_00410,Does not have InterPro domains related to GO:0004672,False
Wban_00411,Does not have InterPro domains related to GO:0004672,False
Wban_00412,Does not have InterPro domains related to GO:0004672,False
Wban_00413,Does not have InterPro domains related to GO:0004672,False
Wban_00414,Does not have InterPro domains related to GO:0004672,False
Wban_00415,Does not have InterPro domains related to GO:0004672,False
Wban_00416,Does not have InterPro domains related to GO:0004672,False
Wban_00417,Does not have InterPro domains related to GO:0004672,False
Wban_00418,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_00419,Does not have InterPro domains related to GO:0004672,False
Wban_00420,Does not have InterPro domains related to GO:0004672,False
Wban_00421,Does not have InterPro domains related to GO:0004672,False
Wban_00422,Does not have InterPro domains related to GO:0004672,False
Wban_00423,Does not have InterPro domains related to GO:0004672,False
Wban_00424,Does not have InterPro domains related to GO:0004672,False
Wban_00425,Does not have InterPro domains related to GO:0004672,False
Wban_00426,Does not have InterPro domains related to GO:0004672,False
Wban_00427,Does not have InterPro domains related to GO:0004672,False
Wban_00428,Does not have InterPro domains related to GO:0004672,False
Wban_00429,Does not have InterPro domains related to GO:0004672,False
Wban_00430,Does not have InterPro domains related to GO:0004672,False
Wban_00431,Does not have InterPro domains related to GO:0004672,False
Wban_00432,Does not have InterPro domains related to GO:0004672,False
Wban_00433,Does not have InterPro domains related to GO:0004672,False
Wban_00434,Does not have InterPro domains related to GO:0004672,False
Wban_00435,Does not have InterPro domains related to GO:0004672,False
Wban_00436,Does not have InterPro domains related to GO:0004672,False
Wban_00437,Does not have InterPro domains related to GO:0004672,False
Wban_00438,Does not have InterPro domains related to GO:0004672,False
Wban_00439,Does not have InterPro domains related to GO:0004672,False
Wban_00440,Does not have InterPro domains related to GO:0004672,False
Wban_00441,Does not have InterPro domains related to GO:0004672,False
Wban_00442,Does not have InterPro domains related to GO:0004672,False
Wban_00443,Does not have InterPro domains related to GO:0004672,False
Wban_00444,Does not have InterPro domains related to GO:0004672,False
Wban_00445,Does not have InterPro domains related to GO:0004672,False
Wban_00446,Does not have InterPro domains related to GO:0004672,False
Wban_00447,Does not have InterPro domains related to GO:0004672,False
Wban_00448,Does not have InterPro domains related to GO:0004672,False
Wban_00449,Does not have InterPro domains related to GO:0004672,False
Wban_00450,Does not have InterPro domains related to GO:0004672,False
Wban_00451,Does not have InterPro domains related to GO:0004672,False
Wban_00452,Does not have InterPro domains related to GO:0004672,False
Wban_00453,Does not have InterPro domains related to GO:0004672,False
Wban_00454,Does not have InterPro domains related to GO:0004672,False
Wban_00455,Does not have InterPro domains related to GO:0004672,False
Wban_00456,Does not have InterPro domains related to GO:0004672,False
Wban_00457,Does not have InterPro domains related to GO:0004672,False
Wban_00458,Does not have InterPro domains related to GO:0004672,False
Wban_00459,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_00460,Does not have InterPro domains related to GO:0004672,False
Wban_00461,Does not have InterPro domains related to GO:0004672,False
Wban_00462,Does not have InterPro domains related to GO:0004672,False
Wban_00463,Does not have InterPro domains related to GO:0004672,False
Wban_00464,Does not have InterPro domains related to GO:0004672,False
Wban_00465,Does not have InterPro domains related to GO:0004672,False
Wban_00466,Does not have InterPro domains related to GO:0004672,False
Wban_00467,Does not have InterPro domains related to GO:0004672,False
Wban_00468,Does not have InterPro domains related to GO:0004672,False
Wban_00469,Does not have InterPro domains related to GO:0004672,False
