Gene stable ID,is_gpcr_evidence,is_gpcr
Wban_00141,Encodes protein that lacks InterPro GPCR domains,False
Wban_00142,Encodes protein that lacks InterPro GPCR domains,False
Wban_00143,Encodes protein that lacks InterPro GPCR domains,False
Wban_00144,Encodes protein that lacks InterPro GPCR domains,False
Wban_00145,Encodes protein that lacks InterPro GPCR domains,False
Wban_00146,Encodes protein that lacks InterPro GPCR domains,False
Wban_00147,Encodes protein that lacks InterPro GPCR domains,False
Wban_00148,Encodes protein that lacks InterPro GPCR domains,False
Wban_00149,Encodes protein that lacks InterPro GPCR domains,False
Wban_00150,Encodes protein that lacks InterPro GPCR domains,False
Wban_00151,Encodes protein that lacks InterPro GPCR domains,False
Wban_00152,Encodes protein that lacks InterPro GPCR domains,False
Wban_00153,Encodes protein that lacks InterPro GPCR domains,False
Wban_00154,Encodes protein that lacks InterPro GPCR domains,False
Wban_00155,Encodes protein that lacks InterPro GPCR domains,False
Wban_00156,Encodes protein that lacks InterPro GPCR domains,False
Wban_00157,Encodes protein that lacks InterPro GPCR domains,False
Wban_00158,Encodes protein that lacks InterPro GPCR domains,False
Wban_00159,Encodes protein that lacks InterPro GPCR domains,False
Wban_00160,Encodes protein that lacks InterPro GPCR domains,False
Wban_00161,Encodes protein that lacks InterPro GPCR domains,False
Wban_00162,Encodes protein that lacks InterPro GPCR domains,False
Wban_00163,Encodes protein that lacks InterPro GPCR domains,False
Wban_00164,Encodes protein that lacks InterPro GPCR domains,False
Wban_00165,Encodes protein that lacks InterPro GPCR domains,False
Wban_00166,Encodes protein that lacks InterPro GPCR domains,False
Wban_00167,Encodes protein that lacks InterPro GPCR domains,False
Wban_00168,Encodes protein that lacks InterPro GPCR domains,False
Wban_00169,Encodes protein that lacks InterPro GPCR domains,False
Wban_00170,Encodes protein that lacks InterPro GPCR domains,False
Wban_00171,Encodes protein that lacks InterPro GPCR domains,False
Wban_00172,Encodes protein that lacks InterPro GPCR domains,False
Wban_00173,Encodes protein that lacks InterPro GPCR domains,False
Wban_00174,Encodes protein that lacks InterPro GPCR domains,False
Wban_00175,Encodes protein that lacks InterPro GPCR domains,False
Wban_00176,Encodes protein that lacks InterPro GPCR domains,False
Wban_00177,Encodes protein that lacks InterPro GPCR domains,False
Wban_00178,Encodes protein that lacks InterPro GPCR domains,False
Wban_00179,Encodes protein that lacks InterPro GPCR domains,False
Wban_00180,Encodes protein that lacks InterPro GPCR domains,False
Wban_00181,Encodes protein that lacks InterPro GPCR domains,False
Wban_00182,Encodes protein that lacks InterPro GPCR domains,False
Wban_00183,Encodes protein that lacks InterPro GPCR domains,False
Wban_00184,Encodes protein that lacks InterPro GPCR domains,False
Wban_00185,Encodes protein that lacks InterPro GPCR domains,False
Wban_00186,Encodes protein that lacks InterPro GPCR domains,False
Wban_00187,Encodes protein that lacks InterPro GPCR domains,False
Wban_00188,Encodes protein that lacks InterPro GPCR domains,False
Wban_00189,Encodes protein that lacks InterPro GPCR domains,False
Wban_00190,Encodes protein that lacks InterPro GPCR domains,False
Wban_00191,Encodes protein that lacks InterPro GPCR domains,False
Wban_00192,Encodes protein that lacks InterPro GPCR domains,False
Wban_00193,Encodes protein that lacks InterPro GPCR domains,False
Wban_00194,Encodes protein that lacks InterPro GPCR domains,False
Wban_00195,Encodes protein that lacks InterPro GPCR domains,False
Wban_00196,Encodes protein that lacks InterPro GPCR domains,False
Wban_00197,Encodes protein that lacks InterPro GPCR domains,False
Wban_00198,Encodes protein that lacks InterPro GPCR domains,False
Wban_00199,Encodes protein that lacks InterPro GPCR domains,False
Wban_00200,Encodes protein that lacks InterPro GPCR domains,False
Wban_00201,Encodes protein that lacks InterPro GPCR domains,False
Wban_00202,Encodes protein that lacks InterPro GPCR domains,False
Wban_00203,Encodes protein that lacks InterPro GPCR domains,False
Wban_00204,Encodes protein that lacks InterPro GPCR domains,False
Wban_00205,Encodes protein that lacks InterPro GPCR domains,False
Wban_00206,Encodes protein that lacks InterPro GPCR domains,False
Wban_00207,Encodes protein that lacks InterPro GPCR domains,False
Wban_00208,Encodes protein that lacks InterPro GPCR domains,False
Wban_00209,Encodes protein that lacks InterPro GPCR domains,False
Wban_00210,Encodes protein that lacks InterPro GPCR domains,False
Wban_00211,"Encodes protein with InterPro domain(s): IPR017452 - GPCR, rhodopsin-like, 7TM, IPR019430 - 7TM GPCR, serpentine receptor class x (Srx)",True
Wban_00212,Encodes protein that lacks InterPro GPCR domains,False
Wban_00213,Encodes protein that lacks InterPro GPCR domains,False
Wban_00214,Encodes protein that lacks InterPro GPCR domains,False
Wban_00215,Encodes protein that lacks InterPro GPCR domains,False
Wban_00216,"Encodes protein with InterPro domain(s): IPR017452 - GPCR, rhodopsin-like, 7TM",True
Wban_00217,Encodes protein that lacks InterPro GPCR domains,False
Wban_00218,Encodes protein that lacks InterPro GPCR domains,False
Wban_00219,"Encodes protein with InterPro domain(s): IPR017452 - GPCR, rhodopsin-like, 7TM",True
Wban_00220,Encodes protein that lacks InterPro GPCR domains,False
Wban_00221,Encodes protein that lacks InterPro GPCR domains,False
Wban_00222,Encodes protein that lacks InterPro GPCR domains,False
Wban_00223,Encodes protein that lacks InterPro GPCR domains,False
Wban_00224,Encodes protein that lacks InterPro GPCR domains,False
Wban_00225,Encodes protein that lacks InterPro GPCR domains,False
Wban_00226,Encodes protein that lacks InterPro GPCR domains,False
Wban_00227,Encodes protein that lacks InterPro GPCR domains,False
Wban_00228,"Encodes protein with InterPro domain(s): IPR017452 - GPCR, rhodopsin-like, 7TM",True
Wban_00229,Encodes protein that lacks InterPro GPCR domains,False
Wban_00230,Encodes protein that lacks InterPro GPCR domains,False
Wban_00231,Encodes protein that lacks InterPro GPCR domains,False
Wban_00232,Encodes protein that lacks InterPro GPCR domains,False
Wban_00233,Encodes protein that lacks InterPro GPCR domains,False
Wban_00234,Encodes protein that lacks InterPro GPCR domains,False
Wban_00235,Encodes protein that lacks InterPro GPCR domains,False
Wban_00236,Encodes protein that lacks InterPro GPCR domains,False
Wban_00237,Encodes protein that lacks InterPro GPCR domains,False
Wban_00238,Encodes protein that lacks InterPro GPCR domains,False
Wban_00239,Encodes protein that lacks InterPro GPCR domains,False
Wban_00240,Encodes protein that lacks InterPro GPCR domains,False
Wban_00241,Encodes protein that lacks InterPro GPCR domains,False
Wban_00242,Encodes protein that lacks InterPro GPCR domains,False
Wban_00243,Encodes protein that lacks InterPro GPCR domains,False
Wban_00244,Encodes protein that lacks InterPro GPCR domains,False
Wban_00245,Encodes protein that lacks InterPro GPCR domains,False
Wban_00246,Encodes protein that lacks InterPro GPCR domains,False
Wban_00247,Encodes protein that lacks InterPro GPCR domains,False
Wban_00248,Encodes protein that lacks InterPro GPCR domains,False
Wban_00249,Encodes protein that lacks InterPro GPCR domains,False
Wban_00250,Encodes protein that lacks InterPro GPCR domains,False
Wban_00251,Encodes protein that lacks InterPro GPCR domains,False
Wban_00252,Encodes protein that lacks InterPro GPCR domains,False
Wban_00253,Encodes protein that lacks InterPro GPCR domains,False
Wban_00254,Encodes protein that lacks InterPro GPCR domains,False
Wban_00255,Encodes protein that lacks InterPro GPCR domains,False
Wban_00256,Encodes protein that lacks InterPro GPCR domains,False
Wban_00257,Encodes protein that lacks InterPro GPCR domains,False
Wban_00258,Encodes protein that lacks InterPro GPCR domains,False
Wban_00259,Encodes protein that lacks InterPro GPCR domains,False
Wban_00260,Encodes protein that lacks InterPro GPCR domains,False
Wban_00261,Encodes protein that lacks InterPro GPCR domains,False
Wban_00262,Encodes protein that lacks InterPro GPCR domains,False
Wban_00263,Encodes protein that lacks InterPro GPCR domains,False
Wban_00264,Encodes protein that lacks InterPro GPCR domains,False
Wban_00265,Encodes protein that lacks InterPro GPCR domains,False
Wban_00266,Encodes protein that lacks InterPro GPCR domains,False
Wban_00267,Encodes protein that lacks InterPro GPCR domains,False
Wban_00268,Encodes protein that lacks InterPro GPCR domains,False
Wban_00269,Encodes protein that lacks InterPro GPCR domains,False
Wban_00270,Encodes protein that lacks InterPro GPCR domains,False
Wban_00271,Encodes protein that lacks InterPro GPCR domains,False
Wban_00272,Encodes protein that lacks InterPro GPCR domains,False
Wban_00273,Encodes protein that lacks InterPro GPCR domains,False
Wban_00274,"Encodes protein with InterPro domain(s): IPR017981 - GPCR, family 2-like, 7TM, IPR000832 - GPCR, family 2, secretin-like, IPR000832 - GPCR, family 2, secretin-like, IPR000832 - GPCR, family 2, secretin-like, IPR000832 - GPCR, family 2, secretin-like, IPR000832 - GPCR, family 2, secretin-like, IPR000832 - GPCR, family 2, secretin-like, IPR000832 - GPCR, family 2, secretin-like, IPR000832 - GPCR, family 2, secretin-like, IPR001879 - GPCR, family 2, extracellular hormone receptor domain, IPR001879 - GPCR, family 2, extracellular hormone receptor domain, IPR001879 - GPCR, family 2, extracellular hormone receptor domain, IPR036445 - GPCR family 2, extracellular hormone receptor domain superfamily, IPR036445 - GPCR family 2, extracellular hormone receptor domain superfamily, IPR017983 - GPCR, family 2, secretin-like, conserved site",True
Wban_00275,Encodes protein that lacks InterPro GPCR domains,False
Wban_00276,Encodes protein that lacks InterPro GPCR domains,False
Wban_00277,Encodes protein that lacks InterPro GPCR domains,False
Wban_00278,Encodes protein that lacks InterPro GPCR domains,False
Wban_00279,Encodes protein that lacks InterPro GPCR domains,False
Wban_00280,Encodes protein that lacks InterPro GPCR domains,False
Wban_00281,Encodes protein that lacks InterPro GPCR domains,False
Wban_00282,Encodes protein that lacks InterPro GPCR domains,False
Wban_00283,Encodes protein that lacks InterPro GPCR domains,False
Wban_00284,Encodes protein that lacks InterPro GPCR domains,False
Wban_00285,Encodes protein that lacks InterPro GPCR domains,False
Wban_00286,Encodes protein that lacks InterPro GPCR domains,False
Wban_00287,Encodes protein that lacks InterPro GPCR domains,False
Wban_00288,"Encodes protein with InterPro domain(s): IPR017452 - GPCR, rhodopsin-like, 7TM",True
Wban_00289,Encodes protein that lacks InterPro GPCR domains,False
Wban_00290,Encodes protein that lacks InterPro GPCR domains,False
Wban_00291,Encodes protein that lacks InterPro GPCR domains,False
Wban_00292,Encodes protein that lacks InterPro GPCR domains,False
Wban_00293,Encodes protein that lacks InterPro GPCR domains,False
Wban_00294,Encodes protein that lacks InterPro GPCR domains,False
Wban_00295,Encodes protein that lacks InterPro GPCR domains,False
Wban_00296,Encodes protein that lacks InterPro GPCR domains,False
Wban_00297,Encodes protein that lacks InterPro GPCR domains,False
Wban_00298,Encodes protein that lacks InterPro GPCR domains,False
Wban_00299,Encodes protein that lacks InterPro GPCR domains,False
Wban_00300,Encodes protein that lacks InterPro GPCR domains,False
Wban_00301,Encodes protein that lacks InterPro GPCR domains,False
Wban_00302,Encodes protein that lacks InterPro GPCR domains,False
Wban_00303,Encodes protein that lacks InterPro GPCR domains,False
Wban_00304,Encodes protein that lacks InterPro GPCR domains,False
Wban_00305,Encodes protein that lacks InterPro GPCR domains,False
Wban_00306,Encodes protein that lacks InterPro GPCR domains,False
Wban_00307,Encodes protein that lacks InterPro GPCR domains,False
Wban_00308,Encodes protein that lacks InterPro GPCR domains,False
Wban_00309,Encodes protein that lacks InterPro GPCR domains,False
Wban_00310,Encodes protein that lacks InterPro GPCR domains,False
Wban_00311,Encodes protein that lacks InterPro GPCR domains,False
Wban_00312,Encodes protein that lacks InterPro GPCR domains,False
Wban_00313,Encodes protein that lacks InterPro GPCR domains,False
Wban_00314,Encodes protein that lacks InterPro GPCR domains,False
Wban_00315,Encodes protein that lacks InterPro GPCR domains,False
Wban_00316,Encodes protein that lacks InterPro GPCR domains,False
Wban_00317,Encodes protein that lacks InterPro GPCR domains,False
Wban_00318,Encodes protein that lacks InterPro GPCR domains,False
Wban_00319,Encodes protein that lacks InterPro GPCR domains,False
Wban_00320,Encodes protein that lacks InterPro GPCR domains,False
Wban_00321,Encodes protein that lacks InterPro GPCR domains,False
Wban_00322,Encodes protein that lacks InterPro GPCR domains,False
Wban_00323,Encodes protein that lacks InterPro GPCR domains,False
Wban_00324,Encodes protein that lacks InterPro GPCR domains,False
Wban_00325,Encodes protein that lacks InterPro GPCR domains,False
Wban_00326,Encodes protein that lacks InterPro GPCR domains,False
Wban_00327,Encodes protein that lacks InterPro GPCR domains,False
Wban_00328,Encodes protein that lacks InterPro GPCR domains,False
Wban_00329,Encodes protein that lacks InterPro GPCR domains,False
Wban_00330,Encodes protein that lacks InterPro GPCR domains,False
Wban_00331,Encodes protein that lacks InterPro GPCR domains,False
Wban_00332,Encodes protein that lacks InterPro GPCR domains,False
Wban_00333,"Encodes protein with InterPro domain(s): IPR017452 - GPCR, rhodopsin-like, 7TM",True
Wban_00334,Encodes protein that lacks InterPro GPCR domains,False
Wban_00335,Encodes protein that lacks InterPro GPCR domains,False
Wban_00336,Encodes protein that lacks InterPro GPCR domains,False
Wban_00337,Encodes protein that lacks InterPro GPCR domains,False
Wban_00338,Encodes protein that lacks InterPro GPCR domains,False
Wban_00339,Encodes protein that lacks InterPro GPCR domains,False
Wban_00340,Encodes protein that lacks InterPro GPCR domains,False
Wban_00341,Encodes protein that lacks InterPro GPCR domains,False
Wban_00342,Encodes protein that lacks InterPro GPCR domains,False
Wban_00343,Encodes protein that lacks InterPro GPCR domains,False
Wban_00344,Encodes protein that lacks InterPro GPCR domains,False
Wban_00345,Encodes protein that lacks InterPro GPCR domains,False
Wban_00346,Encodes protein that lacks InterPro GPCR domains,False
Wban_00347,Encodes protein that lacks InterPro GPCR domains,False
Wban_00348,Encodes protein that lacks InterPro GPCR domains,False
Wban_00349,Encodes protein that lacks InterPro GPCR domains,False
Wban_00350,Encodes protein that lacks InterPro GPCR domains,False
Wban_00351,Encodes protein that lacks InterPro GPCR domains,False
Wban_00352,Encodes protein that lacks InterPro GPCR domains,False
Wban_00353,Encodes protein that lacks InterPro GPCR domains,False
Wban_00354,Encodes protein that lacks InterPro GPCR domains,False
Wban_00355,Encodes protein that lacks InterPro GPCR domains,False
Wban_00356,Encodes protein that lacks InterPro GPCR domains,False
Wban_00357,Encodes protein that lacks InterPro GPCR domains,False
Wban_00358,Encodes protein that lacks InterPro GPCR domains,False
Wban_00359,Encodes protein that lacks InterPro GPCR domains,False
Wban_00360,Encodes protein that lacks InterPro GPCR domains,False
Wban_00361,Encodes protein that lacks InterPro GPCR domains,False
Wban_00362,Encodes protein that lacks InterPro GPCR domains,False
Wban_00363,Encodes protein that lacks InterPro GPCR domains,False
Wban_00364,Encodes protein that lacks InterPro GPCR domains,False
Wban_00365,Encodes protein that lacks InterPro GPCR domains,False
Wban_00366,Encodes protein that lacks InterPro GPCR domains,False
Wban_00367,Encodes protein that lacks InterPro GPCR domains,False
Wban_00368,"Encodes protein with InterPro domain(s): IPR017978 - GPCR family 3, C-terminal, IPR017978 - GPCR family 3, C-terminal, IPR002455 - GPCR family 3, GABA-B receptor, IPR002456 - GPCR family 3, gamma-aminobutyric acid receptor, type B1",True
Wban_00369,Encodes protein that lacks InterPro GPCR domains,False
Wban_00370,Encodes protein that lacks InterPro GPCR domains,False
Wban_00371,Encodes protein that lacks InterPro GPCR domains,False
Wban_00372,Encodes protein that lacks InterPro GPCR domains,False
Wban_00373,Encodes protein that lacks InterPro GPCR domains,False
Wban_00374,Encodes protein that lacks InterPro GPCR domains,False
Wban_00375,Encodes protein that lacks InterPro GPCR domains,False
Wban_00376,Encodes protein that lacks InterPro GPCR domains,False
Wban_00377,Encodes protein that lacks InterPro GPCR domains,False
Wban_00378,Encodes protein that lacks InterPro GPCR domains,False
Wban_00379,Encodes protein that lacks InterPro GPCR domains,False
Wban_00380,Encodes protein that lacks InterPro GPCR domains,False
Wban_00381,Encodes protein that lacks InterPro GPCR domains,False
Wban_00382,Encodes protein that lacks InterPro GPCR domains,False
Wban_00383,Encodes protein that lacks InterPro GPCR domains,False
Wban_00384,Encodes protein that lacks InterPro GPCR domains,False
Wban_00385,Encodes protein that lacks InterPro GPCR domains,False
Wban_00386,Encodes protein that lacks InterPro GPCR domains,False
Wban_00387,Encodes protein that lacks InterPro GPCR domains,False
Wban_00388,Encodes protein that lacks InterPro GPCR domains,False
Wban_00389,Encodes protein that lacks InterPro GPCR domains,False
Wban_00390,Encodes protein that lacks InterPro GPCR domains,False
Wban_00391,Encodes protein that lacks InterPro GPCR domains,False
Wban_00392,Encodes protein that lacks InterPro GPCR domains,False
Wban_00393,Encodes protein that lacks InterPro GPCR domains,False
Wban_00394,Encodes protein that lacks InterPro GPCR domains,False
Wban_00395,Encodes protein that lacks InterPro GPCR domains,False
Wban_00396,Encodes protein that lacks InterPro GPCR domains,False
Wban_00397,Encodes protein that lacks InterPro GPCR domains,False
Wban_00398,Encodes protein that lacks InterPro GPCR domains,False
Wban_00399,Encodes protein that lacks InterPro GPCR domains,False
Wban_00400,Encodes protein that lacks InterPro GPCR domains,False
Wban_00401,Encodes protein that lacks InterPro GPCR domains,False
Wban_00402,Encodes protein that lacks InterPro GPCR domains,False
Wban_00403,Encodes protein that lacks InterPro GPCR domains,False
Wban_00404,Encodes protein that lacks InterPro GPCR domains,False
Wban_00405,Encodes protein that lacks InterPro GPCR domains,False
Wban_00406,Encodes protein that lacks InterPro GPCR domains,False
Wban_00407,Encodes protein that lacks InterPro GPCR domains,False
Wban_00408,Encodes protein that lacks InterPro GPCR domains,False
Wban_00409,Encodes protein that lacks InterPro GPCR domains,False
Wban_00410,Encodes protein that lacks InterPro GPCR domains,False
Wban_00411,Encodes protein that lacks InterPro GPCR domains,False
Wban_00412,Encodes protein that lacks InterPro GPCR domains,False
Wban_00413,Encodes protein that lacks InterPro GPCR domains,False
Wban_00414,Encodes protein that lacks InterPro GPCR domains,False
Wban_00415,Encodes protein that lacks InterPro GPCR domains,False
Wban_00416,Encodes protein that lacks InterPro GPCR domains,False
Wban_00417,Encodes protein that lacks InterPro GPCR domains,False
Wban_00418,Encodes protein that lacks InterPro GPCR domains,False
Wban_00419,Encodes protein that lacks InterPro GPCR domains,False
Wban_00420,Encodes protein that lacks InterPro GPCR domains,False
Wban_00421,Encodes protein that lacks InterPro GPCR domains,False
Wban_00422,Encodes protein that lacks InterPro GPCR domains,False
Wban_00423,Encodes protein that lacks InterPro GPCR domains,False
Wban_00424,Encodes protein that lacks InterPro GPCR domains,False
Wban_00425,Encodes protein that lacks InterPro GPCR domains,False
Wban_00426,Encodes protein that lacks InterPro GPCR domains,False
Wban_00427,Encodes protein that lacks InterPro GPCR domains,False
Wban_00428,Encodes protein that lacks InterPro GPCR domains,False
Wban_00429,Encodes protein that lacks InterPro GPCR domains,False
Wban_00430,Encodes protein that lacks InterPro GPCR domains,False
Wban_00431,Encodes protein that lacks InterPro GPCR domains,False
Wban_00432,Encodes protein that lacks InterPro GPCR domains,False
Wban_00433,Encodes protein that lacks InterPro GPCR domains,False
Wban_00434,Encodes protein that lacks InterPro GPCR domains,False
Wban_00435,Encodes protein that lacks InterPro GPCR domains,False
Wban_00436,Encodes protein that lacks InterPro GPCR domains,False
Wban_00437,Encodes protein that lacks InterPro GPCR domains,False
Wban_00438,Encodes protein that lacks InterPro GPCR domains,False
Wban_00439,Encodes protein that lacks InterPro GPCR domains,False
Wban_00440,Encodes protein that lacks InterPro GPCR domains,False
Wban_00441,Encodes protein that lacks InterPro GPCR domains,False
Wban_00442,Encodes protein that lacks InterPro GPCR domains,False
Wban_00443,Encodes protein that lacks InterPro GPCR domains,False
