Gene stable ID,is_gpcr_evidence,is_gpcr
TTRE10177,Encodes protein that lacks InterPro GPCR domains,False
TTRE10178,Encodes protein that lacks InterPro GPCR domains,False
TTRE10179,Encodes protein that lacks InterPro GPCR domains,False
TTRE1018,Encodes protein that lacks InterPro GPCR domains,False
TTRE10180,Encodes protein that lacks InterPro GPCR domains,False
TTRE10181,Encodes protein that lacks InterPro GPCR domains,False
TTRE10182,Encodes protein that lacks InterPro GPCR domains,False
TTRE10183,Encodes protein that lacks InterPro GPCR domains,False
TTRE10184,Encodes protein that lacks InterPro GPCR domains,False
TTRE10185,Encodes protein that lacks InterPro GPCR domains,False
TTRE10186,Encodes protein that lacks InterPro GPCR domains,False
TTRE10187,Encodes protein that lacks InterPro GPCR domains,False
TTRE10189,Encodes protein that lacks InterPro GPCR domains,False
TTRE1019,Encodes protein that lacks InterPro GPCR domains,False
TTRE10190,Encodes protein that lacks InterPro GPCR domains,False
TTRE10191,Encodes protein that lacks InterPro GPCR domains,False
TTRE10192,Encodes protein that lacks InterPro GPCR domains,False
TTRE10193,Encodes protein that lacks InterPro GPCR domains,False
TTRE10194,Encodes protein that lacks InterPro GPCR domains,False
TTRE10195,Encodes protein that lacks InterPro GPCR domains,False
TTRE10196,Encodes protein that lacks InterPro GPCR domains,False
TTRE10197,Encodes protein that lacks InterPro GPCR domains,False
TTRE10198,Encodes protein that lacks InterPro GPCR domains,False
TTRE10199,Encodes protein that lacks InterPro GPCR domains,False
TTRE102,Encodes protein that lacks InterPro GPCR domains,False
TTRE1020,Encodes protein that lacks InterPro GPCR domains,False
TTRE10200,Encodes protein that lacks InterPro GPCR domains,False
TTRE10201,Encodes protein that lacks InterPro GPCR domains,False
TTRE10202,Encodes protein that lacks InterPro GPCR domains,False
TTRE10203,Encodes protein that lacks InterPro GPCR domains,False
TTRE10204,Encodes protein that lacks InterPro GPCR domains,False
TTRE10205,Encodes protein that lacks InterPro GPCR domains,False
TTRE10206,Encodes protein that lacks InterPro GPCR domains,False
TTRE10207,Encodes protein that lacks InterPro GPCR domains,False
TTRE10208,Encodes protein that lacks InterPro GPCR domains,False
TTRE10209,Encodes protein that lacks InterPro GPCR domains,False
TTRE1021,Encodes protein that lacks InterPro GPCR domains,False
TTRE10210,Encodes protein that lacks InterPro GPCR domains,False
TTRE10211,Encodes protein that lacks InterPro GPCR domains,False
TTRE10212,Encodes protein that lacks InterPro GPCR domains,False
TTRE10213,Encodes protein that lacks InterPro GPCR domains,False
TTRE10214,Encodes protein that lacks InterPro GPCR domains,False
TTRE10215,Encodes protein that lacks InterPro GPCR domains,False
TTRE10216,Encodes protein that lacks InterPro GPCR domains,False
TTRE10217,Encodes protein that lacks InterPro GPCR domains,False
TTRE10218,Encodes protein that lacks InterPro GPCR domains,False
TTRE10219,Encodes protein that lacks InterPro GPCR domains,False
TTRE1022,Encodes protein that lacks InterPro GPCR domains,False
TTRE10220,Encodes protein that lacks InterPro GPCR domains,False
TTRE10221,Encodes protein that lacks InterPro GPCR domains,False
TTRE10222,Encodes protein that lacks InterPro GPCR domains,False
TTRE10223,Encodes protein that lacks InterPro GPCR domains,False
TTRE10224,Encodes protein that lacks InterPro GPCR domains,False
TTRE10225,Encodes protein that lacks InterPro GPCR domains,False
TTRE10226,Encodes protein that lacks InterPro GPCR domains,False
TTRE10227,Encodes protein that lacks InterPro GPCR domains,False
TTRE10228,Encodes protein that lacks InterPro GPCR domains,False
TTRE10229,Encodes protein that lacks InterPro GPCR domains,False
TTRE1023,Encodes protein that lacks InterPro GPCR domains,False
TTRE10230,Encodes protein that lacks InterPro GPCR domains,False
TTRE10231,Encodes protein that lacks InterPro GPCR domains,False
TTRE10232,Encodes protein that lacks InterPro GPCR domains,False
TTRE10233,Encodes protein that lacks InterPro GPCR domains,False
TTRE10234,Encodes protein that lacks InterPro GPCR domains,False
TTRE10235,Encodes protein that lacks InterPro GPCR domains,False
TTRE10236,Encodes protein that lacks InterPro GPCR domains,False
TTRE10237,Encodes protein that lacks InterPro GPCR domains,False
TTRE10238,Encodes protein that lacks InterPro GPCR domains,False
TTRE10239,Encodes protein that lacks InterPro GPCR domains,False
TTRE1024,Encodes protein that lacks InterPro GPCR domains,False
TTRE10240,Encodes protein that lacks InterPro GPCR domains,False
TTRE10241,Encodes protein that lacks InterPro GPCR domains,False
TTRE10242,Encodes protein that lacks InterPro GPCR domains,False
TTRE10243,Encodes protein that lacks InterPro GPCR domains,False
TTRE10244,Encodes protein that lacks InterPro GPCR domains,False
TTRE10245,Encodes protein that lacks InterPro GPCR domains,False
TTRE10246,Encodes protein that lacks InterPro GPCR domains,False
TTRE10247,Encodes protein that lacks InterPro GPCR domains,False
TTRE10248,Encodes protein that lacks InterPro GPCR domains,False
TTRE10249,Encodes protein that lacks InterPro GPCR domains,False
TTRE1025,Encodes protein that lacks InterPro GPCR domains,False
TTRE10250,Encodes protein that lacks InterPro GPCR domains,False
TTRE10251,Encodes protein that lacks InterPro GPCR domains,False
TTRE10252,Encodes protein that lacks InterPro GPCR domains,False
TTRE10253,Encodes protein that lacks InterPro GPCR domains,False
TTRE10254,Encodes protein that lacks InterPro GPCR domains,False
TTRE10255,Encodes protein that lacks InterPro GPCR domains,False
TTRE10256,Encodes protein that lacks InterPro GPCR domains,False
TTRE10257,Encodes protein that lacks InterPro GPCR domains,False
TTRE10258,Encodes protein that lacks InterPro GPCR domains,False
TTRE10259,Encodes protein that lacks InterPro GPCR domains,False
TTRE1026,Encodes protein that lacks InterPro GPCR domains,False
TTRE10260,Encodes protein that lacks InterPro GPCR domains,False
TTRE10261,Encodes protein that lacks InterPro GPCR domains,False
TTRE10262,Encodes protein that lacks InterPro GPCR domains,False
TTRE10263,Encodes protein that lacks InterPro GPCR domains,False
TTRE10264,Encodes protein that lacks InterPro GPCR domains,False
TTRE10265,Encodes protein that lacks InterPro GPCR domains,False
TTRE10266,Encodes protein that lacks InterPro GPCR domains,False
TTRE10267,Encodes protein that lacks InterPro GPCR domains,False
TTRE10268,Encodes protein that lacks InterPro GPCR domains,False
TTRE10269,Encodes protein that lacks InterPro GPCR domains,False
TTRE1027,Encodes protein that lacks InterPro GPCR domains,False
TTRE10270,Encodes protein that lacks InterPro GPCR domains,False
TTRE10271,Encodes protein that lacks InterPro GPCR domains,False
TTRE10272,Encodes protein that lacks InterPro GPCR domains,False
TTRE10273,Encodes protein that lacks InterPro GPCR domains,False
TTRE10274,Encodes protein that lacks InterPro GPCR domains,False
TTRE10275,Encodes protein that lacks InterPro GPCR domains,False
TTRE10276,Encodes protein that lacks InterPro GPCR domains,False
TTRE10277,Encodes protein that lacks InterPro GPCR domains,False
TTRE10278,Encodes protein that lacks InterPro GPCR domains,False
TTRE10279,Encodes protein that lacks InterPro GPCR domains,False
TTRE1028,Encodes protein that lacks InterPro GPCR domains,False
TTRE10280,Encodes protein that lacks InterPro GPCR domains,False
TTRE10281,Encodes protein that lacks InterPro GPCR domains,False
TTRE10282,Encodes protein that lacks InterPro GPCR domains,False
TTRE10283,Encodes protein that lacks InterPro GPCR domains,False
TTRE10284,Encodes protein that lacks InterPro GPCR domains,False
TTRE10285,Encodes protein that lacks InterPro GPCR domains,False
TTRE10286,Encodes protein that lacks InterPro GPCR domains,False
TTRE10287,Encodes protein that lacks InterPro GPCR domains,False
TTRE10288,Encodes protein that lacks InterPro GPCR domains,False
TTRE10289,Encodes protein that lacks InterPro GPCR domains,False
TTRE1029,Encodes protein that lacks InterPro GPCR domains,False
TTRE10290,Encodes protein that lacks InterPro GPCR domains,False
TTRE10291,Encodes protein that lacks InterPro GPCR domains,False
TTRE10292,Encodes protein that lacks InterPro GPCR domains,False
TTRE10293,Encodes protein that lacks InterPro GPCR domains,False
TTRE10294,Encodes protein that lacks InterPro GPCR domains,False
TTRE10295,Encodes protein that lacks InterPro GPCR domains,False
TTRE10296,Encodes protein that lacks InterPro GPCR domains,False
TTRE10297,Encodes protein that lacks InterPro GPCR domains,False
TTRE10298,Encodes protein that lacks InterPro GPCR domains,False
TTRE10299,Encodes protein that lacks InterPro GPCR domains,False
TTRE103,Encodes protein that lacks InterPro GPCR domains,False
TTRE1030,Encodes protein that lacks InterPro GPCR domains,False
TTRE10300,"Encodes protein with InterPro domain(s): IPR017452 - GPCR, rhodopsin-like, 7TM, IPR019427 - 7TM GPCR, serpentine receptor class w (Srw)",True
TTRE10301,Encodes protein that lacks InterPro GPCR domains,False
TTRE10302,Encodes protein that lacks InterPro GPCR domains,False
TTRE10303,Encodes protein that lacks InterPro GPCR domains,False
TTRE10304,Encodes protein that lacks InterPro GPCR domains,False
TTRE10305,Encodes protein that lacks InterPro GPCR domains,False
TTRE10306,Encodes protein that lacks InterPro GPCR domains,False
TTRE10307,Encodes protein that lacks InterPro GPCR domains,False
TTRE10308,Encodes protein that lacks InterPro GPCR domains,False
TTRE10309,Encodes protein that lacks InterPro GPCR domains,False
TTRE1031,Encodes protein that lacks InterPro GPCR domains,False
TTRE10310,Encodes protein that lacks InterPro GPCR domains,False
TTRE10311,Encodes protein that lacks InterPro GPCR domains,False
TTRE10312,Encodes protein that lacks InterPro GPCR domains,False
TTRE10313,Encodes protein that lacks InterPro GPCR domains,False
TTRE10314,Encodes protein that lacks InterPro GPCR domains,False
TTRE10315,Encodes protein that lacks InterPro GPCR domains,False
TTRE10316,Encodes protein that lacks InterPro GPCR domains,False
TTRE10317,Encodes protein that lacks InterPro GPCR domains,False
TTRE10318,Encodes protein that lacks InterPro GPCR domains,False
TTRE10319,Encodes protein that lacks InterPro GPCR domains,False
TTRE1032,Encodes protein that lacks InterPro GPCR domains,False
TTRE10320,Encodes protein that lacks InterPro GPCR domains,False
TTRE10321,Encodes protein that lacks InterPro GPCR domains,False
TTRE10322,Encodes protein that lacks InterPro GPCR domains,False
TTRE10323,Encodes protein that lacks InterPro GPCR domains,False
TTRE10324,Encodes protein that lacks InterPro GPCR domains,False
TTRE10325,Encodes protein that lacks InterPro GPCR domains,False
TTRE10326,Encodes protein that lacks InterPro GPCR domains,False
TTRE10327,Encodes protein that lacks InterPro GPCR domains,False
TTRE10328,Encodes protein that lacks InterPro GPCR domains,False
TTRE10329,Encodes protein that lacks InterPro GPCR domains,False
TTRE1033,Encodes protein that lacks InterPro GPCR domains,False
TTRE10330,Encodes protein that lacks InterPro GPCR domains,False
TTRE10331,Encodes protein that lacks InterPro GPCR domains,False
TTRE10332,Encodes protein that lacks InterPro GPCR domains,False
TTRE10333,Encodes protein that lacks InterPro GPCR domains,False
TTRE10334,Encodes protein that lacks InterPro GPCR domains,False
TTRE10335,Encodes protein that lacks InterPro GPCR domains,False
TTRE10336,Encodes protein that lacks InterPro GPCR domains,False
TTRE10337,Encodes protein that lacks InterPro GPCR domains,False
TTRE10338,Encodes protein that lacks InterPro GPCR domains,False
TTRE10339,Encodes protein that lacks InterPro GPCR domains,False
TTRE1034,Encodes protein that lacks InterPro GPCR domains,False
TTRE10340,Encodes protein that lacks InterPro GPCR domains,False
TTRE10341,Encodes protein that lacks InterPro GPCR domains,False
TTRE10342,Encodes protein that lacks InterPro GPCR domains,False
TTRE10343,Encodes protein that lacks InterPro GPCR domains,False
TTRE10344,Encodes protein that lacks InterPro GPCR domains,False
TTRE10345,Encodes protein that lacks InterPro GPCR domains,False
TTRE10346,Encodes protein that lacks InterPro GPCR domains,False
TTRE10347,Encodes protein that lacks InterPro GPCR domains,False
TTRE10348,Encodes protein that lacks InterPro GPCR domains,False
TTRE10349,Encodes protein that lacks InterPro GPCR domains,False
TTRE1035,Encodes protein that lacks InterPro GPCR domains,False
TTRE10350,Encodes protein that lacks InterPro GPCR domains,False
TTRE10351,Encodes protein that lacks InterPro GPCR domains,False
TTRE10352,Encodes protein that lacks InterPro GPCR domains,False
TTRE10353,Encodes protein that lacks InterPro GPCR domains,False
TTRE10354,Encodes protein that lacks InterPro GPCR domains,False
TTRE10355,Encodes protein that lacks InterPro GPCR domains,False
TTRE10356,Encodes protein that lacks InterPro GPCR domains,False
TTRE10357,Encodes protein that lacks InterPro GPCR domains,False
TTRE10358,Encodes protein that lacks InterPro GPCR domains,False
TTRE10359,Encodes protein that lacks InterPro GPCR domains,False
TTRE1036,Encodes protein that lacks InterPro GPCR domains,False
TTRE10360,Encodes protein that lacks InterPro GPCR domains,False
TTRE10361,Encodes protein that lacks InterPro GPCR domains,False
TTRE10362,Encodes protein that lacks InterPro GPCR domains,False
TTRE10363,Encodes protein that lacks InterPro GPCR domains,False
TTRE10364,Encodes protein that lacks InterPro GPCR domains,False
TTRE10365,Encodes protein that lacks InterPro GPCR domains,False
TTRE10366,Encodes protein that lacks InterPro GPCR domains,False
TTRE10367,Encodes protein that lacks InterPro GPCR domains,False
TTRE10368,Encodes protein that lacks InterPro GPCR domains,False
TTRE10369,Encodes protein that lacks InterPro GPCR domains,False
TTRE1037,Encodes protein that lacks InterPro GPCR domains,False
TTRE10370,Encodes protein that lacks InterPro GPCR domains,False
TTRE10371,Encodes protein that lacks InterPro GPCR domains,False
TTRE10372,Encodes protein that lacks InterPro GPCR domains,False
TTRE10373,Encodes protein that lacks InterPro GPCR domains,False
TTRE10374,Encodes protein that lacks InterPro GPCR domains,False
TTRE10375,Encodes protein that lacks InterPro GPCR domains,False
TTRE10376,Encodes protein that lacks InterPro GPCR domains,False
TTRE10377,Encodes protein that lacks InterPro GPCR domains,False
TTRE10378,Encodes protein that lacks InterPro GPCR domains,False
TTRE10379,Encodes protein that lacks InterPro GPCR domains,False
TTRE1038,Encodes protein that lacks InterPro GPCR domains,False
TTRE10380,Encodes protein that lacks InterPro GPCR domains,False
TTRE10381,Encodes protein that lacks InterPro GPCR domains,False
TTRE10382,Encodes protein that lacks InterPro GPCR domains,False
TTRE10383,Encodes protein that lacks InterPro GPCR domains,False
TTRE10384,Encodes protein that lacks InterPro GPCR domains,False
TTRE10385,Encodes protein that lacks InterPro GPCR domains,False
TTRE10386,Encodes protein that lacks InterPro GPCR domains,False
TTRE10387,Encodes protein that lacks InterPro GPCR domains,False
TTRE10388,Encodes protein that lacks InterPro GPCR domains,False
TTRE10389,Encodes protein that lacks InterPro GPCR domains,False
TTRE1039,Encodes protein that lacks InterPro GPCR domains,False
TTRE10390,Encodes protein that lacks InterPro GPCR domains,False
TTRE10391,Encodes protein that lacks InterPro GPCR domains,False
TTRE10392,Encodes protein that lacks InterPro GPCR domains,False
TTRE10393,Encodes protein that lacks InterPro GPCR domains,False
TTRE10394,Encodes protein that lacks InterPro GPCR domains,False
TTRE10396,Encodes protein that lacks InterPro GPCR domains,False
TTRE10397,Encodes protein that lacks InterPro GPCR domains,False
TTRE10398,Encodes protein that lacks InterPro GPCR domains,False
TTRE10399,Encodes protein that lacks InterPro GPCR domains,False
TTRE104,Encodes protein that lacks InterPro GPCR domains,False
TTRE1040,Encodes protein that lacks InterPro GPCR domains,False
TTRE10400,Encodes protein that lacks InterPro GPCR domains,False
TTRE10401,Encodes protein that lacks InterPro GPCR domains,False
TTRE10402,Encodes protein that lacks InterPro GPCR domains,False
TTRE10403,Encodes protein that lacks InterPro GPCR domains,False
TTRE10404,Encodes protein that lacks InterPro GPCR domains,False
TTRE10405,Encodes protein that lacks InterPro GPCR domains,False
TTRE10406,Encodes protein that lacks InterPro GPCR domains,False
TTRE10407,Encodes protein that lacks InterPro GPCR domains,False
TTRE10408,Encodes protein that lacks InterPro GPCR domains,False
TTRE10409,Encodes protein that lacks InterPro GPCR domains,False
TTRE1041,Encodes protein that lacks InterPro GPCR domains,False
TTRE10410,Encodes protein that lacks InterPro GPCR domains,False
TTRE10411,Encodes protein that lacks InterPro GPCR domains,False
TTRE10412,Encodes protein that lacks InterPro GPCR domains,False
