gene_id,production_name,alphafold_available
WBA_0000034401,wuchereria_bancrofti_prjeb536,True
WBA_0000034501,wuchereria_bancrofti_prjeb536,True
WBA_0000034601,wuchereria_bancrofti_prjeb536,True
WBA_0000034701,wuchereria_bancrofti_prjeb536,True
WBA_0000034801,wuchereria_bancrofti_prjeb536,True
WBA_0000034901,wuchereria_bancrofti_prjeb536,True
WBA_0000035001,wuchereria_bancrofti_prjeb536,True
WBA_0000035101,wuchereria_bancrofti_prjeb536,True
WBA_0000035201,wuchereria_bancrofti_prjeb536,True
WBA_0000035301,wuchereria_bancrofti_prjeb536,True
WBA_0000035401,wuchereria_bancrofti_prjeb536,True
WBA_0000035501,wuchereria_bancrofti_prjeb536,True
WBA_0000035601,wuchereria_bancrofti_prjeb536,True
WBA_0000035701,wuchereria_bancrofti_prjeb536,True
WBA_0000035801,wuchereria_bancrofti_prjeb536,True
WBA_0000035901,wuchereria_bancrofti_prjeb536,True
WBA_0000036001,wuchereria_bancrofti_prjeb536,True
WBA_0000036101,wuchereria_bancrofti_prjeb536,True
WBA_0000036201,wuchereria_bancrofti_prjeb536,True
WBA_0000036301,wuchereria_bancrofti_prjeb536,True
WBA_0000036401,wuchereria_bancrofti_prjeb536,True
WBA_0000036501,wuchereria_bancrofti_prjeb536,False
WBA_0000036601,wuchereria_bancrofti_prjeb536,True
WBA_0000036701,wuchereria_bancrofti_prjeb536,True
WBA_0000036801,wuchereria_bancrofti_prjeb536,True
WBA_0000036901,wuchereria_bancrofti_prjeb536,True
WBA_0000037001,wuchereria_bancrofti_prjeb536,True
WBA_0000037101,wuchereria_bancrofti_prjeb536,True
WBA_0000037201,wuchereria_bancrofti_prjeb536,True
WBA_0000037301,wuchereria_bancrofti_prjeb536,True
WBA_0000037401,wuchereria_bancrofti_prjeb536,True
WBA_0000037501,wuchereria_bancrofti_prjeb536,True
WBA_0000037601,wuchereria_bancrofti_prjeb536,True
WBA_0000037701,wuchereria_bancrofti_prjeb536,True
WBA_0000037801,wuchereria_bancrofti_prjeb536,True
WBA_0000037901,wuchereria_bancrofti_prjeb536,True
WBA_0000038001,wuchereria_bancrofti_prjeb536,True
WBA_0000038101,wuchereria_bancrofti_prjeb536,True
WBA_0000038201,wuchereria_bancrofti_prjeb536,False
WBA_0000038301,wuchereria_bancrofti_prjeb536,False
WBA_0000038401,wuchereria_bancrofti_prjeb536,True
WBA_0000038501,wuchereria_bancrofti_prjeb536,False
WBA_0000038601,wuchereria_bancrofti_prjeb536,True
WBA_0000038701,wuchereria_bancrofti_prjeb536,False
WBA_0000038801,wuchereria_bancrofti_prjeb536,True
WBA_0000038901,wuchereria_bancrofti_prjeb536,True
WBA_0000039001,wuchereria_bancrofti_prjeb536,False
WBA_0000039101,wuchereria_bancrofti_prjeb536,True
WBA_0000039201,wuchereria_bancrofti_prjeb536,True
WBA_0000039301,wuchereria_bancrofti_prjeb536,True
WBA_0000039401,wuchereria_bancrofti_prjeb536,True
WBA_0000039501,wuchereria_bancrofti_prjeb536,True
WBA_0000039601,wuchereria_bancrofti_prjeb536,True
WBA_0000039701,wuchereria_bancrofti_prjeb536,True
WBA_0000039801,wuchereria_bancrofti_prjeb536,True
WBA_0000039901,wuchereria_bancrofti_prjeb536,True
WBA_0000040001,wuchereria_bancrofti_prjeb536,True
WBA_0000040101,wuchereria_bancrofti_prjeb536,True
WBA_0000040201,wuchereria_bancrofti_prjeb536,True
WBA_0000040301,wuchereria_bancrofti_prjeb536,True
WBA_0000040401,wuchereria_bancrofti_prjeb536,True
WBA_0000040501,wuchereria_bancrofti_prjeb536,True
WBA_0000040601,wuchereria_bancrofti_prjeb536,True
WBA_0000040701,wuchereria_bancrofti_prjeb536,True
WBA_0000040801,wuchereria_bancrofti_prjeb536,True
WBA_0000040901,wuchereria_bancrofti_prjeb536,True
WBA_0000041001,wuchereria_bancrofti_prjeb536,True
WBA_0000041101,wuchereria_bancrofti_prjeb536,True
WBA_0000041201,wuchereria_bancrofti_prjeb536,True
WBA_0000041301,wuchereria_bancrofti_prjeb536,True
WBA_0000041401,wuchereria_bancrofti_prjeb536,True
WBA_0000041501,wuchereria_bancrofti_prjeb536,True
WBA_0000041601,wuchereria_bancrofti_prjeb536,True
WBA_0000041701,wuchereria_bancrofti_prjeb536,True
WBA_0000041801,wuchereria_bancrofti_prjeb536,True
WBA_0000041901,wuchereria_bancrofti_prjeb536,True
WBA_0000042001,wuchereria_bancrofti_prjeb536,True
WBA_0000042101,wuchereria_bancrofti_prjeb536,True
WBA_0000042201,wuchereria_bancrofti_prjeb536,True
WBA_0000042301,wuchereria_bancrofti_prjeb536,True
WBA_0000042401,wuchereria_bancrofti_prjeb536,True
WBA_0000042501,wuchereria_bancrofti_prjeb536,True
WBA_0000042601,wuchereria_bancrofti_prjeb536,True
WBA_0000042701,wuchereria_bancrofti_prjeb536,False
WBA_0000042801,wuchereria_bancrofti_prjeb536,True
WBA_0000042901,wuchereria_bancrofti_prjeb536,True
WBA_0000043001,wuchereria_bancrofti_prjeb536,True
WBA_0000043101,wuchereria_bancrofti_prjeb536,False
WBA_0000043201,wuchereria_bancrofti_prjeb536,True
WBA_0000043301,wuchereria_bancrofti_prjeb536,False
WBA_0000043401,wuchereria_bancrofti_prjeb536,True
WBA_0000043501,wuchereria_bancrofti_prjeb536,False
WBA_0000043601,wuchereria_bancrofti_prjeb536,False
WBA_0000043701,wuchereria_bancrofti_prjeb536,True
WBA_0000043801,wuchereria_bancrofti_prjeb536,False
WBA_0000043901,wuchereria_bancrofti_prjeb536,True
WBA_0000044001,wuchereria_bancrofti_prjeb536,True
WBA_0000044101,wuchereria_bancrofti_prjeb536,True
WBA_0000044201,wuchereria_bancrofti_prjeb536,True
WBA_0000044301,wuchereria_bancrofti_prjeb536,True
WBA_0000044401,wuchereria_bancrofti_prjeb536,True
WBA_0000044501,wuchereria_bancrofti_prjeb536,True
WBA_0000044601,wuchereria_bancrofti_prjeb536,True
WBA_0000044701,wuchereria_bancrofti_prjeb536,True
WBA_0000044801,wuchereria_bancrofti_prjeb536,True
WBA_0000044901,wuchereria_bancrofti_prjeb536,True
WBA_0000045001,wuchereria_bancrofti_prjeb536,False
WBA_0000045101,wuchereria_bancrofti_prjeb536,True
WBA_0000045201,wuchereria_bancrofti_prjeb536,True
WBA_0000045301,wuchereria_bancrofti_prjeb536,True
WBA_0000045401,wuchereria_bancrofti_prjeb536,True
WBA_0000045501,wuchereria_bancrofti_prjeb536,True
WBA_0000045601,wuchereria_bancrofti_prjeb536,True
WBA_0000045701,wuchereria_bancrofti_prjeb536,True
WBA_0000045801,wuchereria_bancrofti_prjeb536,True
WBA_0000045901,wuchereria_bancrofti_prjeb536,True
WBA_0000046001,wuchereria_bancrofti_prjeb536,True
WBA_0000046101,wuchereria_bancrofti_prjeb536,False
WBA_0000046201,wuchereria_bancrofti_prjeb536,True
WBA_0000046301,wuchereria_bancrofti_prjeb536,True
WBA_0000046401,wuchereria_bancrofti_prjeb536,True
WBA_0000046501,wuchereria_bancrofti_prjeb536,True
WBA_0000046601,wuchereria_bancrofti_prjeb536,True
WBA_0000046701,wuchereria_bancrofti_prjeb536,True
WBA_0000046801,wuchereria_bancrofti_prjeb536,True
WBA_0000046901,wuchereria_bancrofti_prjeb536,True
WBA_0000047001,wuchereria_bancrofti_prjeb536,True
WBA_0000047101,wuchereria_bancrofti_prjeb536,True
WBA_0000047201,wuchereria_bancrofti_prjeb536,True
WBA_0000047301,wuchereria_bancrofti_prjeb536,True
WBA_0000047401,wuchereria_bancrofti_prjeb536,True
WBA_0000047501,wuchereria_bancrofti_prjeb536,True
WBA_0000047601,wuchereria_bancrofti_prjeb536,False
WBA_0000047701,wuchereria_bancrofti_prjeb536,True
WBA_0000047801,wuchereria_bancrofti_prjeb536,True
WBA_0000047901,wuchereria_bancrofti_prjeb536,True
WBA_0000048001,wuchereria_bancrofti_prjeb536,True
